nct_id,title,cancer_type,sponsor,phase,status,enrollment,start_date,completion_date,duration_months,blinding,allocation,intervention_model,number_of_sites,regions,dropout_rate_percent,sae_per_100_patients,primary_endpoint_met,start_year,completion_year,enrollment_category,complexity_score,region_count,enrollment_per_site,enrollment_rate,expected_duration,completed_on_time,trial_success,estimated_cost_millions,cost_per_patient_thousands
NCT2018000603,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,Pfizer,Phase 3,Completed,256,2021-06-07,2023-08-26,27,Quadruple Blind,Non-Randomized,Parallel Assignment,12,"South America, Australia",3.7,15.0,False,2021,2023,Medium (100-300),6,2,21.3,9.48,48.0,True,False,16.97,66.3
NCT2018000604,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,National Cancer Institute,Phase 2,Completed,110,2020-10-10,2023-02-27,29,Single Blind,Randomized,Parallel Assignment,2,"North America, Europe",33.0,17.2,False,2020,2023,Medium (100-300),5,2,55.0,3.79,29.0,True,False,3.23,29.4
NCT2018000605,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Merck,Phase 2,Completed,92,2022-12-25,2024-08-16,20,Quadruple Blind,Randomized,Single Group Assignment,5,"North America, Asia",12.0,5.6,True,2022,2024,Small (30-100),7,2,18.4,4.6,29.0,True,True,5.28,57.4
NCT2018000606,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,Novartis,Phase 2,Completed,142,2017-05-15,2021-05-24,49,Open Label,Randomized,Crossover Assignment,2,"Europe, Australia, South America, North America, Asia",33.8,14.3,False,2017,2021,Medium (100-300),7,5,71.0,2.9,29.0,False,False,5.33,37.5
NCT2018000607,A Study of Novel Therapy in Patients With Leukemia,Leukemia,AbbVie,Phase 3,Completed,425,2018-03-07,2023-04-10,62,Open Label,Non-Randomized,Sequential Assignment,10,"Europe, South America, Asia",30.5,15.5,False,2018,2023,Large (300-500),4,3,42.5,6.85,48.0,False,False,32.28,76.0
NCT2018000608,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Bristol-Myers Squibb,Phase 1,Completed,18,2022-04-12,2023-10-04,18,Triple Blind,Non-Randomized,Sequential Assignment,3,"North America, Australia, South America, Asia",25.8,28.3,False,2022,2023,Very Small (<30),7,4,6.0,1.0,18.0,True,False,2.75,152.8
NCT2018000609,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Mayo Clinic,Phase 1,Completed,28,2020-06-20,2022-03-12,21,Single Blind,Non-Randomized,Sequential Assignment,3,"Australia, Asia",17.0,20.9,False,2020,2022,Very Small (<30),4,2,9.3,1.33,18.0,False,False,3.23,115.4
NCT2018000610,A Study of Novel Therapy in Patients With Breast Cancer,Breast Cancer,MD Anderson,Phase 2,Completed,133,2019-03-28,2022-11-07,44,Double Blind,Randomized,Parallel Assignment,3,"Australia, North America, South America",6.3,13.3,True,2019,2022,Medium (100-300),7,3,44.3,3.02,29.0,False,False,7.0,52.6
NCT2018000611,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,AbbVie,Phase 3,Completed,265,2020-08-17,2024-10-25,51,Single Blind,Randomized,Parallel Assignment,25,"South America, Australia, Europe",9.1,2.9,False,2020,2024,Medium (100-300),6,3,10.6,5.2,48.0,False,False,64.54,243.5
NCT2018000612,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,MD Anderson,Phase 3,Completed,617,2015-04-08,2019-03-18,48,Triple Blind,Randomized,Parallel Assignment,33,"South America, Europe",12.8,4.8,False,2015,2019,Very Large (500+),7,2,18.7,12.85,48.0,True,False,81.05,131.4
NCT2018000613,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,Novartis,Phase 2,Completed,91,2017-02-10,2019-07-30,30,Single Blind,Randomized,Single Group Assignment,9,"Asia, South America",22.5,14.9,True,2017,2019,Small (30-100),4,2,10.1,3.03,29.0,False,False,13.77,151.3
NCT2018000614,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Sanofi,Phase 2,Completed,108,2020-05-13,2022-01-03,20,Open Label,Randomized,Parallel Assignment,3,"North America, Asia",14.2,16.8,False,2020,2022,Medium (100-300),4,2,36.0,5.4,29.0,True,False,3.32,30.7
NCT2018000615,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,Novartis,Phase 2,Completed,136,2019-04-04,2022-10-15,43,Open Label,Randomized,Single Group Assignment,7,Asia,4.6,0.7,True,2019,2022,Medium (100-300),2,1,19.4,3.16,29.0,False,False,15.46,113.7
NCT2018000616,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,Bristol-Myers Squibb,Phase 3,Completed,358,2018-12-20,2024-06-21,67,Quadruple Blind,Single Group,Crossover Assignment,27,"North America, Asia, Europe, South America",16.0,26.4,False,2018,2024,Large (300-500),9,4,13.3,5.34,48.0,False,False,91.52,255.6
NCT2018000617,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,National Cancer Institute,Phase 2,Completed,152,2015-08-21,2017-06-11,22,Double Blind,Non-Randomized,Parallel Assignment,8,Europe,10.7,21.5,True,2015,2017,Medium (100-300),3,1,19.0,6.91,29.0,True,True,9.26,60.9
NCT2018000618,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,Sanofi,Phase 2,Completed,79,2022-06-26,2023-12-18,18,Open Label,Non-Randomized,Parallel Assignment,8,South America,46.6,7.7,False,2022,2023,Small (30-100),1,1,9.9,4.39,29.0,True,False,7.44,94.2
NCT2018000619,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,National Cancer Institute,Phase 1,Completed,16,2017-05-24,2019-03-15,22,Open Label,Non-Randomized,Crossover Assignment,2,South America,15.6,17.6,True,2017,2019,Very Small (<30),3,1,8.0,0.73,18.0,False,False,2.25,140.6
NCT2018000620,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,AbbVie,Phase 2,Completed,117,2019-06-19,2022-06-03,36,Open Label,Non-Randomized,Sequential Assignment,4,"Asia, South America, Europe, North America, Australia",16.9,0.9,True,2019,2022,Medium (100-300),4,5,29.2,3.25,29.0,False,False,7.55,64.5
NCT2018000621,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,Novartis,Phase 2,Completed,10,2020-10-15,2024-08-25,47,Double Blind,Randomized,Parallel Assignment,3,"North America, South America",21.5,8.1,True,2020,2024,Very Small (<30),6,2,3.3,0.21,29.0,False,False,7.08,708.0
NCT2018000622,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Bristol-Myers Squibb,Phase 1,Completed,22,2018-04-10,2019-12-31,21,Double Blind,Randomized,Parallel Assignment,3,Asia,15.3,6.5,False,2018,2019,Very Small (<30),5,1,7.3,1.05,18.0,False,False,3.22,146.4
NCT2018000623,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,Novartis,Phase 2,Completed,62,2017-09-14,2019-05-07,20,Single Blind,Randomized,Factorial Assignment,5,Europe,49.7,5.6,True,2017,2019,Small (30-100),7,1,12.4,3.1,29.0,True,True,5.19,83.7
NCT2018000624,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,Sanofi,Phase 3,Completed,303,2017-10-19,2023-09-18,72,Quadruple Blind,Randomized,Single Group Assignment,24,North America,9.2,14.6,False,2017,2023,Large (300-500),6,1,12.6,4.21,48.0,False,False,87.31,288.2
NCT2018000625,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,National Cancer Institute,Phase 2,Completed,34,2018-09-11,2020-02-03,17,Quadruple Blind,Single Group,Parallel Assignment,3,North America,22.3,17.7,True,2018,2020,Small (30-100),5,1,11.3,2.0,29.0,True,True,2.65,77.9
NCT2018000626,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,AstraZeneca,Phase 4,Completed,181,2019-07-20,2021-12-06,29,Triple Blind,Non-Randomized,Parallel Assignment,4,"South America, Australia, Europe, North America",42.6,4.2,True,2019,2021,Medium (100-300),6,4,45.2,6.24,34.0,True,True,6.34,35.0
NCT2018000627,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,Pfizer,Phase 1,Completed,15,2018-03-09,2019-01-03,10,Triple Blind,Randomized,Single Group Assignment,1,"Europe, South America, Australia",4.7,12.2,False,2018,2019,Very Small (<30),7,3,15.0,1.5,18.0,True,False,0.55,36.7
NCT2018000628,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Novartis,Phase 2,Completed,120,2016-09-25,2020-03-08,42,Triple Blind,Randomized,Parallel Assignment,5,"South America, North America",22.2,13.4,True,2016,2020,Medium (100-300),7,2,24.0,2.86,29.0,False,False,10.86,90.5
NCT2018000629,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,Sanofi,Phase 3,Completed,486,2021-06-24,2025-04-04,46,Single Blind,Randomized,Parallel Assignment,18,Europe,19.3,8.9,True,2021,2025,Large (300-500),4,1,27.0,10.57,48.0,True,True,42.86,88.2
NCT2018000630,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,Sanofi,Phase 3,Completed,308,2016-02-18,2020-09-24,56,Double Blind,Non-Randomized,Parallel Assignment,25,"Europe, Australia, North America",20.6,38.7,False,2016,2020,Large (300-500),5,3,12.3,5.5,48.0,False,False,70.92,230.3
NCT2018000631,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,AbbVie,Phase 1,Completed,36,2021-03-03,2022-08-25,18,Double Blind,Randomized,Parallel Assignment,2,"Europe, North America",11.0,12.1,False,2021,2022,Small (30-100),6,2,18.0,2.0,18.0,True,False,1.91,53.1
NCT2018000632,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,Mayo Clinic,Phase 2,Completed,96,2015-11-26,2016-05-24,6,Double Blind,Non-Randomized,Single Group Assignment,3,"Asia, South America",23.4,2.8,True,2015,2016,Small (30-100),3,2,32.0,16.0,29.0,True,True,1.19,12.4
NCT2018000633,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Merck,Phase 1,Completed,24,2018-06-08,2019-11-30,18,Open Label,Randomized,Parallel Assignment,1,"Europe, North America",21.1,8.6,True,2018,2019,Very Small (<30),4,2,24.0,1.33,18.0,True,True,0.97,40.4
NCT2018000634,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,Roche,Phase 4,Completed,241,2017-01-14,2020-05-28,41,Double Blind,Non-Randomized,Parallel Assignment,30,Europe,15.8,9.3,False,2017,2020,Medium (100-300),3,1,8.0,5.88,34.0,False,False,62.22,258.2
NCT2018000635,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Novartis,Phase 2,Completed,56,2018-04-04,2020-07-22,28,Single Blind,Randomized,Parallel Assignment,7,Europe,10.3,6.0,True,2018,2020,Small (30-100),4,1,8.0,2.0,29.0,True,True,9.97,178.0
NCT2018000636,A Study of Novel Therapy in Patients With Melanoma,Melanoma,MD Anderson,Phase 1,Completed,19,2020-01-03,2021-07-26,19,Triple Blind,Randomized,Crossover Assignment,2,"North America, Europe, South America, Australia, Asia",3.2,2.5,False,2020,2021,Very Small (<30),10,5,9.5,1.0,18.0,False,False,1.96,103.2
NCT2018000637,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,Mayo Clinic,Phase 3,Completed,500,2017-06-06,2021-08-14,51,Double Blind,Single Group,Parallel Assignment,74,"North America, Asia, Australia",41.1,7.5,False,2017,2021,Very Large (500+),5,3,6.8,9.8,48.0,False,False,190.2,380.4
NCT2018000638,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,AbbVie,Phase 2,Completed,100,2018-09-19,2020-05-11,20,Double Blind,Randomized,Parallel Assignment,3,"South America, Europe",25.5,8.2,True,2018,2020,Medium (100-300),6,2,33.3,5.0,29.0,True,True,3.3,33.0
NCT2018000639,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Sanofi,Phase 1,Completed,37,2019-04-05,2021-04-24,25,Single Blind,Non-Randomized,Parallel Assignment,3,"South America, Asia",29.5,3.5,True,2019,2021,Small (30-100),3,2,12.3,1.48,18.0,False,False,3.86,104.3
NCT2018000640,A Study of Novel Therapy in Patients With Breast Cancer,Breast Cancer,AbbVie,Phase 2,Completed,129,2021-11-27,2023-10-18,23,Open Label,Randomized,Crossover Assignment,7,"Europe, North America",2.2,7.6,False,2021,2023,Medium (100-300),6,2,18.4,5.61,29.0,True,False,8.44,65.4
NCT2018000641,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,MD Anderson,Phase 3,Completed,439,2018-10-28,2020-05-20,19,Single Blind,Randomized,Parallel Assignment,10,South America,11.8,1.1,True,2018,2020,Large (300-500),4,1,43.9,23.11,48.0,True,True,10.82,24.6
NCT2018000642,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,Roche,Phase 1,Completed,30,2018-03-03,2019-07-26,17,Open Label,Randomized,Crossover Assignment,1,North America,6.9,4.4,True,2018,2019,Small (30-100),5,1,30.0,1.76,18.0,True,True,0.94,31.3
NCT2018000643,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,Mayo Clinic,Phase 2,Completed,126,2018-04-14,2020-08-31,29,Open Label,Randomized,Parallel Assignment,9,"Europe, Asia, Australia, North America, South America",11.3,1.1,True,2018,2020,Medium (100-300),5,5,14.0,4.34,29.0,True,True,13.43,106.6
NCT2018000644,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,Johnson & Johnson,Phase 1,Completed,28,2021-03-27,2022-07-20,16,Quadruple Blind,Randomized,Crossover Assignment,2,"Asia, Europe, Australia, North America",42.3,7.4,True,2021,2022,Very Small (<30),11,4,14.0,1.75,18.0,True,True,1.68,60.0
NCT2018000645,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,Bristol-Myers Squibb,Phase 2,Completed,92,2021-09-20,2024-09-04,36,Single Blind,Randomized,Single Group Assignment,5,Europe,11.9,3.2,True,2021,2024,Small (30-100),3,1,18.4,2.56,29.0,False,False,9.28,100.9
NCT2018000646,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,Mayo Clinic,Phase 4,Completed,269,2020-08-13,2022-05-05,21,Quadruple Blind,Single Group,Factorial Assignment,21,"Asia, North America",21.1,5.7,True,2020,2022,Medium (100-300),9,2,12.8,12.81,34.0,True,True,22.86,85.0
NCT2018000647,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,Johnson & Johnson,Phase 1,Completed,17,2017-04-25,2018-11-16,19,Single Blind,Randomized,Sequential Assignment,3,"South America, Asia",32.6,7.5,True,2017,2018,Very Small (<30),6,2,5.7,0.89,18.0,False,False,2.9,170.6
NCT2018000648,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Mayo Clinic,Phase 3,Completed,73,2018-04-16,2021-07-29,40,Open Label,Non-Randomized,Single Group Assignment,2,"Europe, Asia, South America",10.3,13.5,True,2018,2021,Small (30-100),2,3,36.5,1.82,48.0,True,True,4.22,57.8
NCT2018000649,A Study of Novel Therapy in Patients With Melanoma,Melanoma,Merck,Phase 3,Completed,422,2017-01-04,2020-02-18,38,Triple Blind,Non-Randomized,Sequential Assignment,22,"North America, Europe, South America",14.4,17.7,True,2017,2020,Large (300-500),7,3,19.2,11.11,48.0,True,True,43.07,102.1
NCT2018000650,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,Bristol-Myers Squibb,Phase 2,Completed,80,2021-10-10,2023-07-02,21,Double Blind,Non-Randomized,Sequential Assignment,3,Australia,17.1,9.6,False,2021,2023,Small (30-100),4,1,26.7,3.81,29.0,True,False,3.39,42.4
NCT2018000651,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,Bristol-Myers Squibb,Phase 2,Completed,98,2018-12-13,2020-12-02,24,Double Blind,Randomized,Parallel Assignment,9,North America,8.7,20.6,False,2018,2020,Small (30-100),5,1,10.9,4.08,29.0,True,False,11.09,113.2
NCT2018000652,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,MD Anderson,Phase 2,Completed,75,2019-12-14,2021-07-06,19,Open Label,Randomized,Single Group Assignment,5,"Australia, North America",5.0,4.7,True,2019,2021,Small (30-100),3,2,15.0,3.95,29.0,True,True,4.97,66.3
NCT2018000653,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,Merck,Phase 3,Completed,545,2015-12-06,2020-05-13,54,Triple Blind,Randomized,Factorial Assignment,75,"Australia, North America",13.1,13.0,False,2015,2020,Very Large (500+),10,2,7.3,10.09,48.0,False,False,204.14,374.6
NCT2018000654,A Study of Novel Therapy in Patients With Melanoma,Melanoma,Novartis,Phase 1,Completed,17,2021-02-09,2023-04-30,27,Open Label,Randomized,Parallel Assignment,2,"North America, Australia, South America",17.1,4.1,True,2021,2023,Very Small (<30),5,3,8.5,0.63,18.0,False,False,2.75,161.8
NCT2018000655,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,National Cancer Institute,Early Phase 1,Completed,12,2015-02-07,2016-07-01,17,Double Blind,Randomized,Single Group Assignment,2,"South America, Asia, Australia, Europe",19.7,3.0,True,2015,2016,Very Small (<30),6,4,6.0,0.71,19.0,True,True,1.74,145.0
NCT2018000656,A Study of Novel Therapy in Patients With Leukemia,Leukemia,AstraZeneca,Phase 3,Completed,341,2018-06-22,2021-02-06,32,Single Blind,Non-Randomized,Factorial Assignment,20,"North America, South America, Asia",9.0,6.1,True,2018,2021,Large (300-500),7,3,17.0,10.66,48.0,True,True,33.02,96.8
NCT2018000657,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,Pfizer,Phase 3,Completed,226,2016-09-09,2019-06-26,34,Quadruple Blind,Non-Randomized,Parallel Assignment,24,"South America, Australia",24.9,22.2,False,2016,2019,Medium (100-300),6,2,9.4,6.65,48.0,True,False,41.48,183.5
NCT2018000658,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,AstraZeneca,Phase 1,Completed,12,2015-11-12,2017-06-04,19,Triple Blind,Single Group,Single Group Assignment,3,"Australia, South America",34.1,24.3,True,2015,2017,Very Small (<30),4,2,4.0,0.63,18.0,False,False,2.89,240.8
NCT2018000659,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,AstraZeneca,Phase 3,Completed,445,2021-08-22,2024-02-08,30,Triple Blind,Single Group,Single Group Assignment,19,"Europe, North America",25.2,11.0,True,2021,2024,Large (300-500),4,2,23.4,14.83,48.0,True,True,29.84,67.1
NCT2018000660,A Study of Novel Therapy in Patients With Melanoma,Melanoma,MD Anderson,Phase 3,Completed,564,2022-03-15,2023-06-08,15,Quadruple Blind,Randomized,Single Group Assignment,35,North America,28.8,9.2,True,2022,2023,Very Large (500+),6,1,16.1,37.6,48.0,True,True,27.94,49.5
NCT2018000661,A Study of Novel Therapy in Patients With Breast Cancer,Breast Cancer,Roche,Early Phase 1,Completed,37,2020-07-25,2021-11-17,16,Open Label,Non-Randomized,Single Group Assignment,3,Europe,9.7,7.1,False,2020,2021,Small (30-100),0,1,12.3,2.31,19.0,True,False,2.51,67.8
NCT2018000662,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,Novartis,Phase 3,Completed,662,2020-04-19,2025-06-22,63,Triple Blind,Non-Randomized,Single Group Assignment,44,"South America, Australia, North America, Asia",16.3,11.0,True,2020,2025,Very Large (500+),5,4,15.0,10.51,48.0,False,False,140.59,212.4
NCT2018000663,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,Novartis,Phase 2,Completed,150,2020-12-19,2022-08-11,20,Quadruple Blind,Non-Randomized,Parallel Assignment,7,Asia,27.4,17.2,False,2020,2022,Medium (100-300),5,1,21.4,7.5,29.0,True,False,7.45,49.7
NCT2018000664,A Study of Novel Therapy in Patients With Breast Cancer,Breast Cancer,Bristol-Myers Squibb,Phase 2,Completed,87,2015-10-18,2017-05-10,19,Open Label,Randomized,Parallel Assignment,7,"Europe, Australia, North America",15.0,4.8,True,2015,2017,Small (30-100),5,3,12.4,4.58,29.0,True,True,6.91,79.4
NCT2018000665,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,AstraZeneca,Phase 2,Completed,90,2017-05-27,2020-09-08,40,Open Label,Non-Randomized,Parallel Assignment,6,North America,6.8,7.8,True,2017,2020,Small (30-100),1,1,15.0,2.25,29.0,False,False,12.27,136.3
NCT2018000666,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,Novartis,Phase 2,Completed,41,2019-12-19,2021-04-12,16,Single Blind,Non-Randomized,Parallel Assignment,3,"North America, Asia, Australia, South America, Europe",34.2,2.7,False,2019,2021,Small (30-100),4,5,13.7,2.56,29.0,True,False,2.52,61.5
NCT2018000667,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,Sanofi,Phase 1,Completed,33,2021-05-27,2022-11-18,18,Double Blind,Non-Randomized,Factorial Assignment,3,"South America, Australia",22.5,8.8,False,2021,2022,Small (30-100),7,2,11.0,1.83,18.0,True,False,2.8,84.8
NCT2018000668,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Novartis,Phase 3,Completed,85,2019-05-23,2024-02-26,58,Quadruple Blind,Non-Randomized,Single Group Assignment,3,Australia,14.0,15.2,False,2019,2024,Small (30-100),4,1,28.3,1.47,48.0,False,False,8.96,105.4
